ConceptName	QuestionName	Question	AnswerText	Correct
Using the commutative property to find products.	Q1	<p>The missing number in &ldquo;___ &times; 5 = 5 &times; 899&rdquo; is:</p>	<p>899</p>	yes
Using the commutative property to find products.	Q1	<p>The missing number in &ldquo;___ &times; 5 = 5 &times; 899&rdquo; is:</p>	<p>5</p>	
Using the commutative property to find products.	Q1	<p>The missing number in &ldquo;___ &times; 5 = 5 &times; 899&rdquo; is:</p>	<p>495</p>	
Using the commutative property to find products.	Q1	<p>The missing number in &ldquo;___ &times; 5 = 5 &times; 899&rdquo; is:</p>	<p>1,000</p>	
Using the commutative property to find products.	Q1	"<p>Choose the pair of whole numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 28 &times; 8</p>"	<p>4 , 7</p>	yes
Using the commutative property to find products.	Q1	"<p>Choose the pair of whole numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 28 &times; 8</p>"	<p>5, 2</p>	
Using the commutative property to find products.	Q1	"<p>Choose the pair of whole numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 28 &times; 8</p>"	<p>8, 3</p>	
Using the commutative property to find products.	Q1	"<p>Choose the pair of whole numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 28 &times; 8</p>"	<p>1, 6</p>	
Using the commutative property to find products.	Q1	"<p>Choose the pair of numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 36 &times; 8</p>"	<p>3 , 2</p>	
Using the commutative property to find products.	Q1	"<p>Choose the pair of numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 36 &times; 8</p>"	<p>16, 6</p>	
Using the commutative property to find products.	Q1	"<p>Choose the pair of numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 36 &times; 8</p>"	<p>4, 9</p>	yes
Using the commutative property to find products.	Q1	"<p>Choose the pair of numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 36 &times; 8</p>"	<p>3, 6</p>	
Using the associative property to find products.	Q1	<p>Which equation shows the associative property of multiplication?</p>	<p>(12 &times; 43) &times; 48 = 12 &times; (43 &times; 48)</p>	yes
Using the associative property to find products.	Q1	<p>Which equation shows the associative property of multiplication?</p>	<p>214 &times; 9 = 9 &times; 214</p>	
Using the associative property to find products.	Q1	<p>Which equation shows the associative property of multiplication?</p>	<p>1,092 &times; (10 + 45) = 1,092 &times; 10 + 1,092 &times; 45</p>	
Using the associative property to find products.	Q1	<p>Which equation shows the associative property of multiplication?</p>	<p>568 = 56 + 512</p>	
Using the associative property to find products.	Q1	<p>The missing number in &ldquo;(___ &times; 899) &times; 5 = 12 &times; (899 &times; 5)&rdquo; is:</p>	<p>899</p>	
Using the associative property to find products.	Q1	<p>The missing number in &ldquo;(___ &times; 899) &times; 5 = 12 &times; (899 &times; 5)&rdquo; is:</p>	<p>5</p>	
Using the associative property to find products.	Q1	<p>The missing number in &ldquo;(___ &times; 899) &times; 5 = 12 &times; (899 &times; 5)&rdquo; is:</p>	<p>12</p>	yes
Using the associative property to find products.	Q1	<p>The missing number in &ldquo;(___ &times; 899) &times; 5 = 12 &times; (899 &times; 5)&rdquo; is:</p>	<p>100</p>	
Using the associative property to find products.	Q1	"<p>Choose the pair of whole numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 28 &times; 8</p>"	<p>4 , 7</p>	yes
Using the associative property to find products.	Q1	"<p>Choose the pair of whole numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 28 &times; 8</p>"	<p>5, 2</p>	
Using the associative property to find products.	Q1	"<p>Choose the pair of whole numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 28 &times; 8</p>"	<p>8, 3</p>	
Using the associative property to find products.	Q1	"<p>Choose the pair of whole numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 28 &times; 8</p>"	<p>1, 6</p>	
Using the associative property to find products.	Q1	<p>Which of the following makes the equation "(6 &times; 7) &times; 5 = 6 &times; (<span style="text-decoration: underline;">&nbsp; &nbsp; &nbsp; &nbsp;</span>)" true?</p>	<p>6 &times; 5</p>	
Using the associative property to find products.	Q1	<p>Which of the following makes the equation "(6 &times; 7) &times; 5 = 6 &times; (<span style="text-decoration: underline;">&nbsp; &nbsp; &nbsp; &nbsp;</span>)" true?</p>	<p>7 &times; 6</p>	
Using the associative property to find products.	Q1	<p>Which of the following makes the equation "(6 &times; 7) &times; 5 = 6 &times; (<span style="text-decoration: underline;">&nbsp; &nbsp; &nbsp; &nbsp;</span>)" true?</p>	<p>7 &times; 5</p>	yes
Using the associative property to find products.	Q1	<p>Which of the following makes the equation "(6 &times; 7) &times; 5 = 6 &times; (<span style="text-decoration: underline;">&nbsp; &nbsp; &nbsp; &nbsp;</span>)" true?</p>	<p>6 &times; 12</p>	
Using the associative property to find products.	Q1	<p>Which of the following makes the equation &ldquo;(<span style="text-decoration: underline;">&nbsp; &nbsp; &nbsp; </span>) &times; 6 = 5 &times; (8 &times; 6)" true?</p>	<p>6 &times; 5</p>	
Using the associative property to find products.	Q1	<p>Which of the following makes the equation &ldquo;(<span style="text-decoration: underline;">&nbsp; &nbsp; &nbsp; </span>) &times; 6 = 5 &times; (8 &times; 6)" true?</p>	<p>5 &times; 8</p>	yes
Using the associative property to find products.	Q1	<p>Which of the following makes the equation &ldquo;(<span style="text-decoration: underline;">&nbsp; &nbsp; &nbsp; </span>) &times; 6 = 5 &times; (8 &times; 6)" true?</p>	<p>6 &times; 8</p>	
Using the associative property to find products.	Q1	<p>Which of the following makes the equation &ldquo;(<span style="text-decoration: underline;">&nbsp; &nbsp; &nbsp; </span>) &times; 6 = 5 &times; (8 &times; 6)" true?</p>	<p>5 &times; 14</p>	
Using the associative property to find products.	Q1	"<p>Choose the pair of numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 36 &times; 8</p>"	<p>3 , 2</p>	
Using the associative property to find products.	Q1	"<p>Choose the pair of numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 36 &times; 8</p>"	<p>16, 6</p>	
Using the associative property to find products.	Q1	"<p>Choose the pair of numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 36 &times; 8</p>"	<p>4, 9</p>	yes
Using the associative property to find products.	Q1	"<p>Choose the pair of numbers that will make the following number sentence true.</p>
<p>8 &times; (___ &times; ___) = 36 &times; 8</p>"	<p>3, 6</p>	
Using the distributive property to find products.	Q1	<p>21 &times; (5 + 8) =</p>	<p>21 &times; 5 &times; 21 &times; 8</p>	
Using the distributive property to find products.	Q1	<p>21 &times; (5 + 8) =</p>	<p>21 &times; 5 + 8</p>	
Using the distributive property to find products.	Q1	<p>21 &times; (5 + 8) =</p>	<p>21 &times; 5 &times; 8</p>	
Using the distributive property to find products.	Q1	<p>21 &times; (5 + 8) =</p>	<p>21 &times; 5 + 21 &times; 8</p>	yes
Using the distributive property to find products.	Q1	<p>The missing number in &ldquo;5 &times; 14 = 5 &times; (8 + ____) is:</p>	<p>6</p>	yes
Using the distributive property to find products.	Q1	<p>The missing number in &ldquo;5 &times; 14 = 5 &times; (8 + ____) is:</p>	<p>7</p>	
Using the distributive property to find products.	Q1	<p>The missing number in &ldquo;5 &times; 14 = 5 &times; (8 + ____) is:</p>	<p>8</p>	
Using the distributive property to find products.	Q1	<p>The missing number in &ldquo;5 &times; 14 = 5 &times; (8 + ____) is:</p>	<p>14</p>	
Using the distributive property to find products.	Q1	<p>What number goes in the blank to make the number sentence true?<br /> &nbsp;5 &times; 8 = (___ &times; 8) + (2 &times; 8)&nbsp;</p>	<p>2</p>	
Using the distributive property to find products.	Q1	<p>What number goes in the blank to make the number sentence true?<br /> &nbsp;5 &times; 8 = (___ &times; 8) + (2 &times; 8)&nbsp;</p>	<p>3</p>	yes
Using the distributive property to find products.	Q1	<p>What number goes in the blank to make the number sentence true?<br /> &nbsp;5 &times; 8 = (___ &times; 8) + (2 &times; 8)&nbsp;</p>	<p>4</p>	
Using the distributive property to find products.	Q1	<p>What number goes in the blank to make the number sentence true?<br /> &nbsp;5 &times; 8 = (___ &times; 8) + (2 &times; 8)&nbsp;</p>	<p>5</p>	
Using the distributive property to find products.	Q1	<p>Which of the following makes the equation "6 &times; (7 + 5) = 6 &times;7 +&nbsp;<span style="text-decoration: underline;"> &nbsp; &nbsp; &nbsp;</span> " true?</p>	<p>6 + 5</p>	
Using the distributive property to find products.	Q1	<p>Which of the following makes the equation "6 &times; (7 + 5) = 6 &times;7 +&nbsp;<span style="text-decoration: underline;"> &nbsp; &nbsp; &nbsp;</span> " true?</p>	<p>6</p>	
Using the distributive property to find products.	Q1	<p>Which of the following makes the equation "6 &times; (7 + 5) = 6 &times;7 +&nbsp;<span style="text-decoration: underline;"> &nbsp; &nbsp; &nbsp;</span> " true?</p>	<p>6 &times; 5</p>	yes
Using the distributive property to find products.	Q1	<p>Which of the following makes the equation "6 &times; (7 + 5) = 6 &times;7 +&nbsp;<span style="text-decoration: underline;"> &nbsp; &nbsp; &nbsp;</span> " true?</p>	<p>6 &times; 12</p>	
Using the distributive property to find products.	Q1	<p>Which number sentence is another way to express 15 &times; 8?</p>	<p>15 &times; 4 &times; 4</p>	
Using the distributive property to find products.	Q1	<p>Which number sentence is another way to express 15 &times; 8?</p>	<p>(8 &times; 6) + (8 &times; 9)</p>	yes
Using the distributive property to find products.	Q1	<p>Which number sentence is another way to express 15 &times; 8?</p>	<p>(8 + 6) &times; (8 + 9)</p>	
Using the distributive property to find products.	Q1	<p>Which number sentence is another way to express 15 &times; 8?</p>	<p>15 &times; 2 &times; 6</p>	
Find the unknown factor in division problems using the multiplication table.	Q1	<p>The equation that has the same unknown value as 72 &divide; 9 =?</p>	<p>? &divide; 9 = 72</p>	
Find the unknown factor in division problems using the multiplication table.	Q1	<p>The equation that has the same unknown value as 72 &divide; 9 =?</p>	<p>72 &times; ? = 9</p>	
Find the unknown factor in division problems using the multiplication table.	Q1	<p>The equation that has the same unknown value as 72 &divide; 9 =?</p>	<p>9 &divide; 72 = ?</p>	
Find the unknown factor in division problems using the multiplication table.	Q1	<p>The equation that has the same unknown value as 72 &divide; 9 =?</p>	<p>? &times; 9 = 72</p>	yes
Find the unknown factor in division problems using the multiplication table.	Q1	<p>What number sentence is another way to represent the missing number in the equation below?<br />72 &divide; 8 = <img title="box-out-line-20" src="https://www.iconmath.com/js/tinymce/plugins/mathimages/img/box-out-line-20.png" /></p>	<p>72 &times; 8 = <img title="box-out-line-20" src="https://www.iconmath.com/js/tinymce/plugins/mathimages/img/box-out-line-20.png" /></p>	
Find the unknown factor in division problems using the multiplication table.	Q1	<p>What number sentence is another way to represent the missing number in the equation below?<br />72 &divide; 8 = <img title="box-out-line-20" src="https://www.iconmath.com/js/tinymce/plugins/mathimages/img/box-out-line-20.png" /></p>	<p><img title="box-out-line-20" src="https://www.iconmath.com/js/tinymce/plugins/mathimages/img/box-out-line-20.png" /> &times; 8 = 72</p>	yes
